Node	X Location (m)	Y Location (m)	Z Location (m)	
589	3.9933e-002	7.3573e-002	5.1844e-002	
590	3.8049e-002	7.6412e-002	5.1888e-002	
591	6.9617e-002	5.7193e-002	5.6814e-002	
592	7.7902e-002	5.5538e-002	5.7927e-002	
593	0.11546	6.3942e-002	6.0474e-002	
594	0.11417	5.7335e-002	5.8324e-002	
595	0.10647	6.0695e-002	6.0892e-002	
596	0.10968	5.5711e-002	5.8533e-002	
597	9.7552e-002	5.6268e-002	5.8968e-002	
598	8.0751e-002	5.7324e-002	5.9329e-002	
599	0.13201	7.8828e-002	5.8484e-002	
600	0.13861	8.1276e-002	5.5513e-002	
601	0.12016	7.9157e-002	6.3172e-002	
602	0.12161	6.9745e-002	6.0366e-002	
603	0.12651	7.4846e-002	5.9986e-002	
604	0.12926	0.1067	6.1919e-002	
605	0.13446	0.1099	5.7731e-002	
606	0.13426	0.1055	5.8493e-002	
607	0.13453	8.5764e-002	5.7748e-002	
608	0.12264	0.12653	6.5048e-002	
609	0.11977	0.14196	6.1337e-002	
610	0.12357	0.14347	5.6651e-002	
611	0.1147	0.15226	5.7686e-002	
612	0.11805	0.15381	5.2737e-002	
613	0.11895	0.14674	5.8691e-002	
614	0.125	0.11882	6.4367e-002	
615	0.12749	0.124	6.1025e-002	
616	9.1251e-002	0.17015	4.4579e-002	
617	9.9306e-002	0.16736	4.5661e-002	
618	0.1035	0.16254	5.2995e-002	
619	7.6506e-002	0.17212	3.9759e-002	
620	7.8297e-002	0.17404	3.3129e-002	
621	4.7327e-002	0.16385	3.314e-002	
622	5.3913e-002	0.16506	4.1205e-002	
623	5.5669e-002	0.16772	3.5742e-002	
624	5.9494e-002	0.16788	4.0742e-002	
625	6.5106e-002	0.17062	3.688e-002	
626	4.3097e-002	0.16192	2.8166e-002	
627	4.1887e-002	0.15905	3.2875e-002	
628	3.8448e-002	0.15424	3.5046e-002	
629	3.5339e-002	0.14949	3.7032e-002	
630	3.4684e-002	0.14575	4.0895e-002	
631	3.3804e-002	0.14285	4.2549e-002	
632	3.1702e-002	0.13813	4.3931e-002	
633	3.2976e-002	0.14003	4.4249e-002	
634	2.8235e-002	0.12859	4.6191e-002	
635	2.8609e-002	0.12008	4.9403e-002	
636	2.7576e-002	0.11056	5.0112e-002	
637	2.8588e-002	0.11247	5.058e-002	
638	2.8314e-002	0.10296	5.0777e-002	
639	3.1098e-002	9.9194e-002	5.2562e-002	
640	3.1659e-002	9.4446e-002	5.2249e-002	
641	3.2884e-002	9.1594e-002	5.2689e-002	
642	3.4532e-002	9.0666e-002	5.3945e-002	
643	3.7225e-002	8.3065e-002	5.3476e-002	
644	3.5608e-002	8.5916e-002	5.3283e-002	
645	6.3091e-002	6.8235e-002	6.2366e-002	
646	4.2337e-002	7.2623e-002	5.2627e-002	
647	4.9114e-002	7.6488e-002	6.0044e-002	
648	0.11781	7.155e-002	6.1823e-002	
649	8.995e-002	6.4072e-002	6.3766e-002	
650	9.8209e-002	6.2384e-002	6.2329e-002	
651	8.9293e-002	5.7957e-002	6.0405e-002	
652	8.1408e-002	6.344e-002	6.269e-002	
653	0.12608	7.8993e-002	6.0828e-002	
654	0.13315	9.9697e-002	5.9466e-002	
655	0.12908	9.5189e-002	6.1686e-002	
656	0.13055	8.7009e-002	6.0085e-002	
657	0.11825	0.13668	6.5591e-002	
658	0.12047	0.10821	6.7611e-002	
659	0.12587	0.11261	6.3587e-002	
660	8.6044e-002	0.17172	3.9902e-002	
661	8.1903e-002	0.17322	3.6766e-002	
662	8.4334e-002	0.16801	4.9993e-002	
663	9.5847e-002	0.16629	4.8368e-002	
664	8.3879e-002	0.17113	4.2169e-002	
665	9.3917e-002	0.16527	5.1494e-002	
666	0.10866	0.15513	5.9846e-002	
667	6.4209e-002	0.16855	4.3154e-002	
668	6.7464e-002	0.17096	3.8086e-002	
669	7.0358e-002	0.17033	4.1456e-002	
670	4.4002e-002	0.16182	3.0387e-002	
671	4.5858e-002	0.16039	3.9034e-002	
672	4.002e-002	0.15708	3.288e-002	
673	4.4388e-002	0.16039	3.5789e-002	
674	4.0085e-002	0.1562	3.5158e-002	
675	3.698e-002	0.15142	3.7123e-002	
676	3.8547e-002	0.15334	3.7275e-002	
677	3.5778e-002	0.1486	3.9048e-002	
678	3.4181e-002	0.14665	3.8895e-002	
679	3.5043e-002	0.14482	4.2925e-002	
680	3.4142e-002	0.14196	4.4645e-002	
681	3.1174e-002	0.13528	4.542e-002	
682	3.2288e-002	0.13722	4.5856e-002	
683	2.9894e-002	0.13331	4.5028e-002	
684	2.9505e-002	0.12766	4.7644e-002	
685	2.9604e-002	0.13047	4.6357e-002	
686	2.8952e-002	0.11722	5.0265e-002	
687	2.9539e-002	0.12199	4.9926e-002	
688	2.9492e-002	0.1248	4.8768e-002	
689	2.8347e-002	0.10771	5.074e-002	
690	2.9356e-002	0.11437	5.1178e-002	
691	3.2169e-002	9.6358e-002	5.3055e-002	
692	3.0088e-002	0.10203	5.199e-002	
693	3.1535e-002	0.10111	5.3451e-002	
694	3.5886e-002	8.7823e-002	5.4241e-002	
695	4.0448e-002	7.5469e-002	5.2639e-002	
696	4.0675e-002	7.8331e-002	5.4174e-002	
697	3.9e-002	8.2139e-002	5.4624e-002	
698	3.7372e-002	8.4975e-002	5.4509e-002	
699	5.6979e-002	7.1935e-002	6.2001e-002	
700	6.7196e-002	7.1488e-002	6.5627e-002	
701	4.5099e-002	7.4548e-002	5.5814e-002	
702	5.8428e-002	7.736e-002	6.5804e-002	
703	5.4981e-002	7.3749e-002	6.1735e-002	
704	0.10045	7.0736e-002	6.5813e-002	
705	0.11031	7.4946e-002	6.4493e-002	
706	0.10795	6.7339e-002	6.3144e-002	
707	0.10346	6.5715e-002	6.3353e-002	
708	9.5201e-002	6.7404e-002	6.4789e-002	
709	8.16e-002	7.119e-002	6.7297e-002	
710	7.7233e-002	6.6998e-002	6.4455e-002	
711	0.12462	8.7173e-002	6.2429e-002	
712	0.11487	0.12647	7.1354e-002	
713	0.11833	0.12341	6.909e-002	
714	0.11427	0.14463	6.4591e-002	
715	0.12027	0.11698	6.7962e-002	
716	0.12069	9.8601e-002	6.6632e-002	
717	0.12497	0.10265	6.4275e-002	
718	8.042e-002	0.17006	4.4876e-002	
719	9.3049e-002	0.16321	5.7105e-002	
720	9.9248e-002	0.15906	6.1301e-002	
721	0.11147	0.14988	6.2219e-002	
722	6.8338e-002	0.16657	4.9994e-002	
723	7.2422e-002	0.16935	4.4877e-002	
724	4.7461e-002	0.15946	4.3869e-002	
725	5.7853e-002	0.16412	4.7517e-002	
726	4.1838e-002	0.15816	3.5157e-002	
727	3.7219e-002	0.15051	3.9257e-002	
728	3.608e-002	0.14766	4.1122e-002	
729	3.5492e-002	0.14345	4.6028e-002	
730	3.449e-002	0.14105	4.6683e-002	
731	2.9712e-002	0.11916	5.1003e-002	
732	3.0425e-002	0.12108	5.17e-002	
733	2.9203e-002	0.10488	5.1376e-002	
734	2.9174e-002	0.10963	5.1409e-002	
735	2.9841e-002	0.11155	5.2119e-002	
736	3.309e-002	9.8594e-002	5.4754e-002	
737	3.33e-002	9.3513e-002	5.3514e-002	
738	3.6815e-002	9.1961e-002	5.7044e-002	
739	3.6077e-002	8.9734e-002	5.5246e-002	
740	4.1912e-002	8.1198e-002	5.6979e-002	
741	3.8104e-002	8.7841e-002	5.666e-002	
742	7.2725e-002	7.3093e-002	6.7535e-002	
743	4.251e-002	7.4532e-002	5.3644e-002	
744	5.055e-002	8.0648e-002	6.3406e-002	
745	4.3136e-002	7.7389e-002	5.5888e-002	
746	0.10831	7.7135e-002	6.644e-002	
747	0.11423	7.8146e-002	6.4806e-002	
748	9.1957e-002	7.4726e-002	6.8621e-002	
749	0.11517	8.6578e-002	6.6793e-002	
750	0.12213	9.0883e-002	6.424e-002	
751	0.11331	0.13614	7.0196e-002	
752	0.11531	0.11535	7.1177e-002	
753	0.11082	0.10052	7.1433e-002	
754	0.11564	0.10436	6.9522e-002	
755	7.6544e-002	0.1642	5.6436e-002	
756	7.6525e-002	0.16816	4.8098e-002	
757	8.4796e-002	0.1637	5.677e-002	
758	0.10491	0.15429	6.3883e-002	
759	0.11076	0.14482	6.7672e-002	
760	0.10971	0.14997	6.3759e-002	
761	6.3464e-002	0.16524	4.9784e-002	
762	4.1279e-002	0.15626	3.8151e-002	
763	4.1567e-002	0.15441	4.2481e-002	
764	3.8696e-002	0.15243	3.9437e-002	
765	3.8149e-002	0.15055	4.148e-002	
766	3.6342e-002	0.14673	4.3215e-002	
767	3.7253e-002	0.14585	4.6771e-002	
768	3.2652e-002	0.13534	4.8265e-002	
769	3.0807e-002	0.13241	4.6792e-002	
770	3.3403e-002	0.13912	4.6258e-002	
771	3.0527e-002	0.12958	4.8115e-002	
772	3.0411e-002	0.12673	4.9341e-002	
773	3.0023e-002	0.11631	5.1969e-002	
774	3.0401e-002	0.12388	5.0486e-002	
775	2.9866e-002	0.10679	5.2056e-002	
776	3.1496e-002	0.11571	5.4466e-002	
777	3.36e-002	9.5424e-002	5.4488e-002	
778	3.1926e-002	0.10302	5.4335e-002	
779	3.0658e-002	0.10395	5.2826e-002	
780	4.1371e-002	8.4053e-002	5.8043e-002	
781	3.9053e-002	8.4042e-002	5.5727e-002	
782	6.5577e-002	7.5226e-002	6.6669e-002	
783	5.5604e-002	8.3994e-002	6.776e-002	
784	4.5514e-002	8.2508e-002	6.0782e-002	
785	9.9114e-002	8.2414e-002	7.0331e-002	
786	9.9783e-002	7.6575e-002	6.8072e-002	
787	7.9248e-002	8.2563e-002	7.2391e-002	
788	7.5987e-002	7.7828e-002	6.9963e-002	
789	8.0424e-002	7.6876e-002	6.9844e-002	
790	8.5602e-002	7.8645e-002	7.0506e-002	
791	0.11793	9.2589e-002	6.6713e-002	
792	0.11032	0.13133	7.3902e-002	
793	0.11306	0.10793	7.1305e-002	
794	0.11299	9.3548e-002	6.9113e-002	
795	8.6888e-002	0.16055	6.2729e-002	
796	8.1716e-002	0.16237	5.9582e-002	
797	9.2488e-002	0.15786	6.5447e-002	
798	9.9365e-002	0.15495	6.6631e-002	
799	0.10678	0.14962	6.7332e-002	
800	6.2315e-002	0.16196	5.4666e-002	
801	6.9429e-002	0.16308	5.5551e-002	
802	4.1578e-002	0.15186	4.6746e-002	
803	4.6981e-002	0.15343	5.2656e-002	
804	5.2417e-002	0.15877	5.0086e-002	
805	3.8963e-002	0.14871	4.6419e-002	
806	3.5852e-002	0.1411	4.9572e-002	
807	3.1591e-002	0.12822	5.0887e-002	
808	3.0653e-002	0.11823	5.2708e-002	
809	3.129e-002	0.12015	5.3419e-002	
810	3.1685e-002	0.12332	5.3133e-002	
811	3.0423e-002	0.10871	5.2931e-002	
812	3.0924e-002	0.11063	5.3747e-002	
813	3.5838e-002	9.4967e-002	5.706e-002	
814	3.3718e-002	0.10241	5.6605e-002	
815	6.3517e-002	8.052e-002	6.9308e-002	
816	4.8199e-002	8.6732e-002	6.4799e-002	
817	0.10714	8.4496e-002	6.8562e-002	
818	8.9181e-002	8.2489e-002	7.1361e-002	
819	7.1383e-002	8.1542e-002	7.0849e-002	
820	0.11244	0.11952	7.3066e-002	
821	0.10714	0.1393	7.4144e-002	
822	0.10734	0.10585	7.3823e-002	
823	0.11132	0.1106	7.25e-002	
824	9.9952e-002	9.1037e-002	7.271e-002	
825	0.10756	8.8807e-002	6.9752e-002	
826	0.10538	9.5777e-002	7.2072e-002	
827	7.769e-002	0.15941	6.4094e-002	
828	0.10535	0.14571	7.1728e-002	
829	6.5793e-002	0.16009	5.9337e-002	
830	4.6694e-002	0.15588	4.7988e-002	
831	5.4648e-002	0.15769	5.3661e-002	
832	4.0352e-002	0.14592	5.2323e-002	
833	3.148e-002	0.1315	4.8635e-002	
834	3.2478e-002	0.13219	5.0289e-002	
835	3.1162e-002	0.12583	5.1179e-002	
836	3.1122e-002	0.10587	5.3667e-002	
837	3.1964e-002	0.11128	5.535e-002	
838	3.6076e-002	9.9373e-002	5.8668e-002	
839	4.2005e-002	8.9475e-002	6.1078e-002	
840	3.23e-002	0.10493	5.5215e-002	
841	5.9232e-002	9.0764e-002	7.2041e-002	
842	4.6568e-002	9.2341e-002	6.5939e-002	
843	5.1086e-002	8.8167e-002	6.6849e-002	
844	8.96e-002	8.68e-002	7.2551e-002	
845	6.5614e-002	8.391e-002	7.1425e-002	
846	7.2431e-002	8.3236e-002	7.1908e-002	
847	0.10989	0.11268	7.3445e-002	
848	0.10176	0.12985	7.8957e-002	
849	0.10865	0.12196	7.5259e-002	
850	0.10364	9.8441e-002	7.3267e-002	
851	8.2388e-002	0.15538	6.9397e-002	
852	7.0896e-002	0.15738	6.4837e-002	
853	9.1082e-002	0.15539	6.8784e-002	
854	0.10099	0.14898	7.2128e-002	
855	6.2446e-002	0.15645	6.2048e-002	
856	5.5748e-002	0.1575	5.6202e-002	
857	3.4601e-002	0.13319	5.3567e-002	
858	3.9104e-002	0.14002	5.5917e-002	
859	3.3942e-002	0.11925	5.7764e-002	
860	3.3045e-002	0.12272	5.5662e-002	
861	3.3394e-002	0.10781	5.7122e-002	
862	3.4053e-002	0.11428	5.8254e-002	
863	4.1493e-002	9.6687e-002	6.337e-002	
864	3.4557e-002	0.10545	5.8295e-002	
865	5.2773e-002	9.3943e-002	7.0291e-002	
866	9.2622e-002	9.412e-002	7.5345e-002	
867	8.5935e-002	8.8341e-002	7.3868e-002	
868	6.9633e-002	8.6327e-002	7.3105e-002	
869	0.10313	0.11523	7.7142e-002	
870	0.10273	0.13731	7.826e-002	
871	0.1061	0.12779	7.6759e-002	
872	0.10178	0.14372	7.6072e-002	
873	9.9979e-002	9.9983e-002	7.4584e-002	
874	7.6642e-002	0.15638	6.7117e-002	
875	9.4664e-002	0.15175	7.2068e-002	
876	6.7158e-002	0.15467	6.6233e-002	
877	5.0297e-002	0.15301	5.6715e-002	
878	4.512e-002	0.14537	5.8966e-002	
879	3.5924e-002	0.12531	5.9076e-002	
880	4.0009e-002	0.10324	6.3717e-002	
881	3.6422e-002	0.10812	6.0843e-002	
882	5.8183e-002	9.866e-002	7.3974e-002	
883	4.9755e-002	9.9008e-002	7.0112e-002	
884	8.2975e-002	9.4827e-002	7.6578e-002	
885	8.1112e-002	8.8695e-002	7.4484e-002	
886	7.215e-002	9.2994e-002	7.5777e-002	
887	7.5699e-002	8.7779e-002	7.4084e-002	
888	0.10071	0.10506	7.6085e-002	
889	0.10286	0.14059	7.7129e-002	
890	9.9291e-002	0.13418	8.0147e-002	
891	9.3066e-002	0.11902	8.046e-002	
892	9.7411e-002	0.12444	7.9708e-002	
893	9.9585e-002	0.12341	7.8609e-002	
894	0.10462	0.12151	7.6951e-002	
895	9.6664e-002	9.9591e-002	7.5715e-002	
896	7.3954e-002	0.15303	7.021e-002	
897	8.5902e-002	0.15128	7.3698e-002	
898	9.8677e-002	0.14638	7.5803e-002	
899	5.6131e-002	0.15271	6.1905e-002	
900	5.8552e-002	0.14782	6.7515e-002	
901	4.5325e-002	0.14947	5.4519e-002	
902	3.7834e-002	0.13157	5.9308e-002	
903	4.197e-002	0.13854	6.0577e-002	
904	3.6926e-002	0.11697	6.1733e-002	
905	4.4617e-002	0.10618	6.8068e-002	
906	4.5592e-002	9.926e-002	6.7004e-002	
907	6.475e-002	9.5304e-002	7.5129e-002	
908	9.1841e-002	9.9944e-002	7.6331e-002	
909	9.3391e-002	0.11058	7.9188e-002	
910	9.9866e-002	0.1418	7.9017e-002	
911	0.10039	0.13655	7.9837e-002	
912	9.8923e-002	0.1311	8.0224e-002	
913	9.4762e-002	0.12437	8.0946e-002	
914	9.9748e-002	0.11919	7.7974e-002	
915	7.847e-002	0.15	7.388e-002	
916	8.9661e-002	0.14856	7.6171e-002	
917	9.4445e-002	0.14818	7.5744e-002	
918	9.9126e-002	0.14387	7.7851e-002	
919	6.4948e-002	0.14962	6.9522e-002	
920	4.792e-002	0.14436	6.254e-002	
921	4.1118e-002	0.11793	6.5723e-002	
922	3.9476e-002	0.12475	6.2515e-002	
923	5.8683e-002	0.10524	7.5566e-002	
924	5.1782e-002	0.1064	7.262e-002	
925	8.8183e-002	0.1027	7.7883e-002	
926	7.5531e-002	0.10126	7.851e-002	
927	6.8246e-002	0.10448	7.844e-002	
928	7.0198e-002	9.874e-002	7.7108e-002	
929	0.10042	0.13891	7.9883e-002	
930	9.8649e-002	0.13647	8.1073e-002	
931	9.6112e-002	0.13226	8.1054e-002	
932	8.9602e-002	0.12441	8.1852e-002	
933	8.5367e-002	0.1058	7.9524e-002	
934	8.9216e-002	0.11241	7.9992e-002	
935	6.9424e-002	0.14453	7.4673e-002	
936	8.552e-002	0.14653	7.758e-002	
937	9.3704e-002	0.14675	7.7236e-002	
938	9.734e-002	0.14389	7.9028e-002	
939	6.157e-002	0.14287	7.226e-002	
940	4.3026e-002	0.13317	6.4285e-002	
941	4.7145e-002	0.13618	6.6549e-002	
942	4.2072e-002	0.12555	6.5004e-002	
943	4.2867e-002	0.11205	6.6896e-002	
944	4.8044e-002	0.12076	7.0788e-002	
945	4.9913e-002	0.11358	7.1704e-002	
946	4.633e-002	0.11347	6.9428e-002	
947	9.8885e-002	0.13876	8.1531e-002	
948	9.6287e-002	0.13445	8.1446e-002	
949	9.4581e-002	0.12939	8.132e-002	
950	8.3356e-002	0.12209	8.2135e-002	
951	8.0714e-002	0.11406	8.1234e-002	
952	8.689e-002	0.11654	8.0847e-002	
953	7.8008e-002	0.14472	7.7193e-002	
954	9.172e-002	0.14609	7.8105e-002	
955	9.4541e-002	0.14515	7.8609e-002	
956	5.1268e-002	0.14018	6.7673e-002	
957	5.5196e-002	0.14006	7.0279e-002	
958	4.5535e-002	0.12696	6.7537e-002	
959	5.329e-002	0.11377	7.4211e-002	
960	6.4434e-002	0.11398	7.8882e-002	
961	7.7176e-002	0.10866	8.0263e-002	
962	9.8245e-002	0.14217	8.0516e-002	
963	9.6831e-002	0.13643	8.2259e-002	
964	9.3877e-002	0.13265	8.1539e-002	
965	9.0768e-002	0.13171	8.1937e-002	
966	8.7636e-002	0.12843	8.2294e-002	
967	7.0169e-002	0.13762	7.7998e-002	
968	8.4084e-002	0.14306	7.9258e-002	
969	8.9176e-002	0.14411	7.9531e-002	
970	9.5488e-002	0.14383	8.0241e-002	
971	5.8831e-002	0.13524	7.4243e-002	
972	6.4956e-002	0.13746	7.6192e-002	
973	4.7594e-002	0.12847	6.8669e-002	
974	5.1645e-002	0.13079	7.1668e-002	
975	5.9166e-002	0.11245	7.6936e-002	
976	7.1646e-002	0.11054	8.013e-002	
977	5.855e-002	0.12081	7.6839e-002	
978	9.7026e-002	0.13989	8.2627e-002	
979	9.4052e-002	0.13476	8.2189e-002	
980	8.1779e-002	0.12717	8.232e-002	
981	7.7433e-002	0.11766	8.1588e-002	
982	7.7076e-002	0.1354	8.0656e-002	
983	9.2567e-002	0.14454	7.948e-002	
984	5.6198e-002	0.12978	7.4454e-002	
985	7.0221e-002	0.1181	8.058e-002	
986	5.2121e-002	0.12527	7.2621e-002	
987	9.6455e-002	0.14234	8.1803e-002	
988	9.7155e-002	0.13865	8.2866e-002	
989	9.4634e-002	0.13669	8.3004e-002	
990	8.9119e-002	0.13371	8.1979e-002	
991	7.3338e-002	0.1244	8.1235e-002	
992	8.2356e-002	0.13191	8.1475e-002	
993	6.5736e-002	0.12955	7.8616e-002	
994	7.4262e-002	0.13035	8.0923e-002	
995	8.4229e-002	0.13933	8.0761e-002	
996	8.8193e-002	0.14173	8.0649e-002	
997	9.1359e-002	0.14209	8.1811e-002	
998	9.3518e-002	0.14334	8.1233e-002	
999	6.347e-002	0.12223	7.8621e-002	
1000	9.4952e-002	0.13889	8.3491e-002	
1001	9.2165e-002	0.13731	8.2893e-002	
1002	9.1719e-002	0.13529	8.2252e-002	
1003	8.5619e-002	0.1355	8.1731e-002	
1004	9.4501e-002	0.14196	8.2713e-002	
1005	9.1858e-002	0.1399	8.3073e-002	
1006	8.9041e-002	0.13611	8.1953e-002	
1007	8.8481e-002	0.1388	8.1611e-002	
1008	9.005e-002	0.14074	8.1715e-002	
1009	9.0707e-002	0.13782	8.2733e-002	
1010	2.4047e-002	0.13745	4.1926e-002	
1011	3.1631e-002	0.12614	5.1839e-002	
1012	3.4204e-002	9.1717e-002	5.4152e-002	
1013	3.39e-002	0.13922	4.7191e-002	
1014	4.3025e-002	0.16549	2.3514e-002	
1015	5.4459e-002	4.5051e-002	5.0017e-002	
1016	4.7215e-002	0.15638	4.8359e-002	
1017	3.3137e-002	0.124	5.5168e-002	
1018	4.2509e-002	7.1177e-002	5.2607e-002	
1019	4.265e-002	0.16617	2.2662e-002	
1020	9.6562e-002	0.12578	8.0434e-002	
1021	9.1757e-002	0.18025	0.	
1022	0.12754	0.16366	2.7957e-002	
1023	0.16516	0.11146	3.5045e-002	
1024	0.11468	7.6815e-002	6.3906e-002	
1025	0.14425	9.9631e-002	5.2062e-002	
1026	9.5025e-002	0.17946	2.4076e-003	
1027	8.8436e-002	0.1803	8.0253e-004	
1028	8.2377e-002	0.18095	0.	
1029	8.0636e-002	0.18044	3.6081e-003	
1030	8.0124e-002	0.18081	1.8041e-003	
1031	7.2655e-002	0.1799	5.4201e-003	
1032	7.6627e-002	0.17973	5.4201e-003	
1033	7.7642e-002	0.18042	2.7101e-003	
1034	7.4685e-002	0.18127	0.	
1035	7.6671e-002	0.18119	0.	
1036	6.4041e-002	0.18165	0.	
1037	6.262e-002	0.18072	2.248e-003	
1038	5.5047e-002	0.18078	2.9919e-003	
1039	5.2893e-002	0.18111	2.7983e-003	
1040	2.9938e-002	0.16092	2.7573e-002	
1041	3.4835e-002	0.16586	1.7289e-002	
1042	0.13541	0.1573	3.028e-002	
1043	0.13378	0.15861	3.0236e-002	
1044	1.42e-002	0.10809	4.5298e-002	
1045	1.5123e-002	0.13524	4.3534e-002	
1046	1.5167e-002	0.13652	4.3044e-002	
1047	4.7748e-002	0.17851	0.	
1048	4.2954e-002	0.17381	1.4098e-002	
1049	4.5946e-002	0.17675	1.0154e-002	
1050	4.8527e-002	0.17927	6.1394e-003	
1051	0.16261	0.12228	3.3001e-002	
1052	0.163	0.1206	3.3372e-002	
1053	0.1518	2.1804e-002	4.4746e-002	
1054	0.14887	1.42e-002	3.8985e-002	
1055	0.1382	1.659e-002	4.7037e-002	
1056	9.8474e-002	2.5491e-002	5.0257e-002	
1057	8.9513e-002	2.7498e-002	5.0258e-002	
1058	7.6536e-002	3.0405e-002	4.529e-002	
1059	7.2562e-002	3.292e-002	5.0397e-002	
1060	6.2617e-002	3.9213e-002	4.5115e-002	
1061	6.0146e-002	4.0787e-002	5.0077e-002	
1062	5.8911e-002	4.1573e-002	5.0052e-002	
1063	5.4069e-002	4.4658e-002	5.0024e-002	
1064	5.5528e-002	4.3728e-002	5.0023e-002	
1065	5.2609e-002	4.5587e-002	5.0025e-002	
1066	4.8307e-002	4.8327e-002	5.0123e-002	
1067	1.7849e-002	7.4227e-002	4.5957e-002	
1068	6.1888e-002	4.2056e-002	5.0076e-002	
1069	5.9707e-002	4.25e-002	5.0046e-002	
1070	5.9989e-002	4.5718e-002	5.0365e-002	
1071	5.8758e-002	4.433e-002	5.019e-002	
1072	5.0101e-002	4.9926e-002	5.0181e-002	
1073	5.0746e-002	4.8543e-002	5.0099e-002	
1074	5.4199e-002	4.9942e-002	5.0456e-002	
1075	5.2795e-002	4.855e-002	5.0237e-002	
1076	5.7266e-002	4.7834e-002	5.0455e-002	
1077	5.7396e-002	4.5389e-002	5.0235e-002	
1078	3.2212e-002	6.2703e-002	5.0711e-002	
1079	2.1227e-002	7.9857e-002	5.1231e-002	
1080	1.7686e-002	0.10249	5.0772e-002	
1081	1.7552e-002	0.11547	4.8992e-002	
1082	4.8636e-002	0.17425	1.3518e-002	
1083	4.6695e-002	0.17491	1.27e-002	
1084	4.7828e-002	0.17598	1.0933e-002	
1085	4.6422e-002	0.17591	1.1197e-002	
1086	4.625e-002	0.17314	1.4727e-002	
1087	4.5378e-002	0.17424	1.3442e-002	
1088	0.15927	0.12341	3.4868e-002	
1089	0.16101	0.12101	3.4584e-002	
1090	0.16448	0.10769	3.6811e-002	
1091	0.16333	0.11497	3.5137e-002	
1092	0.16305	0.11679	3.4719e-002	
1093	0.16067	0.11721	3.6281e-002	
1094	0.16171	0.11791	3.5291e-002	
1095	0.16239	0.10628	3.8792e-002	
1096	0.16426	0.10034	3.8972e-002	
1097	9.0221e-002	3.1281e-002	5.0453e-002	
1098	9.3061e-002	2.7038e-002	5.0169e-002	
1099	9.377e-002	3.0822e-002	5.0364e-002	
1100	9.3878e-002	2.8994e-002	5.0262e-002	
1101	8.8409e-002	3.3517e-002	5.0368e-002	
1102	0.1475	1.7071e-002	4.5172e-002	
1103	0.14702	1.9035e-002	4.5521e-002	
1104	0.15132	2.3768e-002	4.5094e-002	
1105	0.1421	1.8906e-002	4.6465e-002	
1106	0.14355	2.256e-002	4.663e-002	
1107	0.14421	1.9614e-002	4.6182e-002	
1108	0.13816	3.6687e-002	4.9018e-002	
1109	0.1152	3.9145e-002	5.2418e-002	
1110	9.774e-002	2.96e-002	5.0367e-002	
1111	9.5863e-002	2.8383e-002	5.0263e-002	
1112	0.16265	0.10199	3.9589e-002	
1113	0.11762	0.16927	2.4454e-002	
1114	0.12905	0.16164	3.0232e-002	
1115	0.12433	0.16521	2.8402e-002	
1116	0.12815	0.16066	3.3226e-002	
1117	0.13471	0.15596	3.3019e-002	
1118	0.13306	0.15791	3.2083e-002	
1119	0.13056	0.15715	3.5896e-002	
1120	0.13099	0.1585	3.3522e-002	
1121	0.11673	0.16874	2.8734e-002	
1122	5.223e-002	0.17927	5.6979e-003	
1123	5.0132e-002	0.17824	7.384e-003	
1124	4.9035e-002	0.17717	9.1612e-003	
1125	4.8759e-002	0.1769	9.626e-003	
1126	4.3821e-002	0.17374	1.4089e-002	
1127	5.1083e-002	0.17084	1.9806e-002	
1128	4.2346e-002	0.17095	1.7328e-002	
1129	3.3153e-002	0.16161	2.6662e-002	
1130	2.6292e-002	0.1544	3.2491e-002	
1131	1.8121e-002	0.13754	4.244e-002	
1132	1.6672e-002	0.13786	4.2422e-002	
1133	1.8159e-002	0.13545	4.3255e-002	
1134	1.6684e-002	0.13662	4.2905e-002	
1135	2.267e-002	0.13489	4.3061e-002	
1136	2.2626e-002	0.13679	4.2321e-002	
1137	1.7933e-002	0.12157	4.7649e-002	
1138	2.0686e-002	0.12237	4.7285e-002	
1139	1.8281e-002	0.11805	4.8468e-002	
1140	1.6852e-002	0.11734	4.8706e-002	
1141	1.809e-002	0.11041	4.9739e-002	
1142	1.9241e-002	0.10905	4.9868e-002	
1143	1.8424e-002	9.4591e-002	5.1282e-002	
1144	1.8416e-002	0.10425	5.0595e-002	
1145	2.0931e-002	9.3063e-002	5.1221e-002	
1146	2.2265e-002	8.6744e-002	5.1366e-002	
1147	2.1836e-002	8.9625e-002	5.1349e-002	
1148	7.3241e-002	3.4525e-002	5.0127e-002	
1149	7.205e-002	4.1371e-002	5.0489e-002	
1150	0.11447	4.0468e-002	5.2508e-002	
1151	0.16191	0.10427	3.964e-002	
1152	2.224e-002	9.1533e-002	5.1221e-002	
1153	2.7916e-002	7.7789e-002	5.1201e-002	
1154	3.3591e-002	6.8333e-002	5.0969e-002	
1155	0.11198	4.1243e-002	5.2601e-002	
1156	4.8895e-002	0.16942	2.0057e-002	
1157	4.6162e-002	0.16907	1.9701e-002	
1158	4.0806e-002	0.16475	2.3822e-002	
1159	4.6179e-002	0.16633	2.3705e-002	
1160	2.5701e-002	0.13615	4.2348e-002	
1161	2.6096e-002	9.6812e-002	5.0968e-002	
1162	3.3524e-002	8.0836e-002	5.1602e-002	
